E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.0446667, 0.0326438, 1, 0.551625, 0.913196
0.0413657, 0.0803732, 0.785214, 0.367653, 0.828593
0.0379983, 0.0980001, 0.507005, 0.288709, 0.740765
0.0363478, 0.159135, 0.393451, 0.249817, 0.716011
0.0416501, 0.247682, 0.353282, 0.236157, 0.680951
0.0437473, 0.261373, 0.30848, 0.20795, 0.625598
0.0482145, 0.294619, 0.27313, 0.195556, 0.584759
0.053484, 0.370741, 0.253569, 0.186089, 0.583522
0.0644027, 0.423533, 0.241714, 0.174004, 0.539989
0.0686407, 0.440286, 0.235911, 0.166649, 0.552988
0.0862026, 0.5463, 0.235705, 0.155477, 0.58142
0.0730945, 0.598456, 0.235705, 0.150775, 0.61749
0.0718382, 0.644212, 0.235705, 0.138505, 0.606195
0.0594803, 0.649127, 0.235705, 0.129694, 0.608274
0.0691677, 0.630579, 0.235705, 0.124658, 0.588379
0.062744, 0.696716, 0.235705, 0.126532, 0.612348
0.0944808, 0.723609, 0.235705, 0.11886, 0.622386
0.121954, 0.745886, 0.235705, 0.111861, 0.611816
0.103968, 0.732906, 0.235705, 0.111495, 0.574954
0.0957706, 0.765893, 0.231325, 0.108716, 0.583396
0.0806165, 0.768561, 0.231325, 0.108155, 0.564948
0.0872559, 0.746548, 0.231325, 0.106705, 0.578934
0.101089, 0.784922, 0.231325, 0.102949, 0.552269
0.0742648, 0.795147, 0.2279, 0.103316, 0.53648
0.10433, 0.811851, 0.2279, 0.0974799, 0.55192
0.110509, 0.817181, 0.2279, 0.0976628, 0.584572
0.127909, 0.853183, 0.2279, 0.0963544, 0.578092
0.0962147, 0.844901, 0.2279, 0.0927098, 0.551771
0.0833889, 0.805073, 0.2279, 0.0977698, 0.533763
0.103701, 0.780381, 0.2279, 0.0982658, 0.521367
0.0786355, 0.801808, 0.227222, 0.0937774, 0.549052
0.0687264, 0.851714, 0.224766, 0.0878607, 0.550943
0.0536367, 0.876254, 0.224766, 0.0876436, 0.560464
0.0572138, 0.871987, 0.223249, 0.0861377, 0.547839
0.0648507, 0.874701, 0.223249, 0.0842981, 0.572379
0.0673403, 0.878302, 0.223249, 0.0831323, 0.542375
0.0899124, 0.872731, 0.223249, 0.080363, 0.583628
0.0727642, 0.881733, 0.223249, 0.0799343, 0.576029
0.0706303, 0.892563, 0.223249, 0.0822305, 0.596412
0.0685772, 0.894018, 0.223249, 0.0813541, 0.614143
0.061271, 0.875897, 0.223249, 0.0775003, 0.598989
0.0463023, 0.890612, 0.223249, 0.0787879, 0.602043
0.0735146, 0.895766, 0.223249, 0.0806902, 0.585165
0.0238567, 0.901034, 0.223249, 0.0796119, 0.612269
0.0942316, 0.895229, 0.223249, 0.0784812, 0.620811
0.0760765, 0.904616, 0.223249, 0.0799228, 0.612957
0.0566572, 0.889613, 0.223249, 0.0776758, 0.581215
0.0776071, 0.908807, 0.223249, 0.0749155, 0.61451
0.0717695, 0.895563, 0.223249, 0.0729509, 0.617278
0.0843504, 0.91429, 0.223249, 0.0722126, 0.621599
0.058632, 0.909896, 0.223249, 0.0727018, 0.628938
0.113077, 0.896971, 0.223249, 0.074012, 0.62019
0.107717, 0.917617, 0.223249, 0.0753921, 0.601619
0.129828, 0.908184, 0.223249, 0.0736017, 0.60153
0.127477, 0.902056, 0.223249, 0.0721531, 0.600665
0.121303, 0.902937, 0.223249, 0.0707414, 0.61004
0.0902866, 0.909464, 0.223249, 0.0682991, 0.614868
0.0940178, 0.913486, 0.223249, 0.0636187, 0.640599
0.11576, 0.887294, 0.223249, 0.0632721, 0.615241
0.102034, 0.899408, 0.223249, 0.0637946, 0.644564
0.100445, 0.920712, 0.223249, 0.065039, 0.637846
0.101136, 0.905949, 0.223249, 0.0635265, 0.63159
0.104441, 0.906233, 0.223249, 0.0649201, 0.642321
0.106546, 0.9207, 0.223249, 0.063751, 0.652372
0.0960268, 0.905356, 0.223249, 0.0618298, 0.660195
0.105212, 0.906529, 0.223249, 0.0663824, 0.64651
0.105494, 0.911502, 0.223249, 0.0662152, 0.671532
0.100948, 0.916054, 0.223249, 0.0697387, 0.650802
0.109972, 0.910656, 0.223249, 0.0687727, 0.630417
0.0896683, 0.901224, 0.223249, 0.0659427, 0.637943
0.129146, 0.903215, 0.223249, 0.0662679, 0.623897
0.134764, 0.919069, 0.223249, 0.0653309, 0.633563
0.10446, 0.913345, 0.223249, 0.0656796, 0.644097
0.109473, 0.917693, 0.223249, 0.0673445, 0.669394
0.135895, 0.929486, 0.223249, 0.0686822, 0.656989
0.124753, 0.903195, 0.223249, 0.0693859, 0.63856
0.0934285, 0.913751, 0.223249, 0.0714893, 0.650774
0.125663, 0.902668, 0.223249, 0.0707142, 0.639252
0.146756, 0.907182, 0.223249, 0.06863, 0.638927
0.0818295, 0.923151, 0.223249, 0.0690677, 0.655463
0.123647, 0.926144, 0.223249, 0.0697929, 0.660067
0.0879979, 0.924869, 0.223249, 0.0700198, 0.635259
