E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.142731, 0.0198989, 1, 0.545409, 0.911639
0.170905, 0.111, 0.81674, 0.402905, 0.840811
0.158941, 0.117239, 0.553857, 0.317698, 0.771379
0.132687, 0.185791, 0.430617, 0.273105, 0.705983
0.134965, 0.217005, 0.351406, 0.227948, 0.665617
0.133487, 0.241126, 0.303618, 0.198763, 0.642295
0.131335, 0.24498, 0.285067, 0.187894, 0.611811
0.116019, 0.34123, 0.26453, 0.173633, 0.624393
0.112855, 0.425997, 0.262191, 0.165558, 0.634548
0.102094, 0.469445, 0.262191, 0.165542, 0.659798
0.100942, 0.546518, 0.262191, 0.156455, 0.665239
0.0965521, 0.575743, 0.262191, 0.152985, 0.65386
0.0931607, 0.610782, 0.262191, 0.144872, 0.662201
0.113094, 0.678466, 0.262191, 0.138465, 0.646767
0.106743, 0.68728, 0.262191, 0.129071, 0.6204
0.118757, 0.708764, 0.254726, 0.120782, 0.626724
0.112844, 0.732457, 0.254726, 0.114721, 0.630512
0.130617, 0.746761, 0.254064, 0.11202, 0.582094
0.128854, 0.786117, 0.254064, 0.115623, 0.59543
0.110676, 0.772715, 0.245514, 0.108824, 0.601929
0.0984333, 0.778971, 0.24549, 0.103148, 0.622512
0.104525, 0.800774, 0.24549, 0.101855, 0.653908
0.0725268, 0.820276, 0.24549, 0.0983163, 0.67124
0.0900806, 0.800197, 0.24549, 0.0947601, 0.644235
0.0880611, 0.814996, 0.24549, 0.0927961, 0.669361
0.0999281, 0.833587, 0.24549, 0.0921484, 0.667703
0.0545892, 0.851005, 0.24549, 0.0909798, 0.656749
0.0674522, 0.822406, 0.24549, 0.0924261, 0.643832
0.0575711, 0.824453, 0.24549, 0.0930002, 0.649287
0.0688188, 0.835689, 0.24549, 0.0931719, 0.655187
0.0530978, 0.826804, 0.24549, 0.091339, 0.66924
0.05839, 0.814615, 0.24549, 0.0891306, 0.676109
0.0610112, 0.811794, 0.24549, 0.0893386, 0.672226
0.0795714, 0.822815, 0.24549, 0.0895615, 0.669381
0.0509236, 0.835608, 0.24549, 0.0897346, 0.667018
0.0484845, 0.829223, 0.24549, 0.0908216, 0.660502
0.0718816, 0.861648, 0.24549, 0.0876795, 0.678825
0.0685231, 0.873865, 0.24549, 0.0909088, 0.669829
0.0784781, 0.861196, 0.24549, 0.0874725, 0.702884
0.0548607, 0.864266, 0.24549, 0.0866816, 0.669519
0.0798944, 0.861079, 0.24549, 0.0904137, 0.672148
0.0791187, 0.891697, 0.24549, 0.0881077, 0.664029
0.0864508, 0.887638, 0.24549, 0.0846187, 0.654822
0.102433, 0.873605, 0.24549, 0.0851164, 0.667127
0.115877, 0.889583, 0.24549, 0.0850364, 0.678503
0.0839133, 0.88464, 0.24549, 0.0857901, 0.675314
0.137947, 0.879071, 0.24549, 0.0848121, 0.683239
0.0843537, 0.894266, 0.24549, 0.0822732, 0.711515
0.108453, 0.882945, 0.24549, 0.0826942, 0.696307
0.102227, 0.877413, 0.24549, 0.0869522, 0.698428
0.0841049, 0.874451, 0.24549, 0.0851525, 0.690806
0.0968259, 0.881973, 0.24549, 0.0845211, 0.693192
0.0783046, 0.895937, 0.24549, 0.0827633, 0.695446
0.120917, 0.902026, 0.24549, 0.0817041, 0.705828
0.148913, 0.8918, 0.24549, 0.0817317, 0.698406
0.124276, 0.881191, 0.24549, 0.0780716, 0.68792
0.108234, 0.876128, 0.24549, 0.0770316, 0.689645
0.105392, 0.874614, 0.24549, 0.0771859, 0.709748
0.0975845, 0.880943, 0.24549, 0.0753855, 0.681641
0.131491, 0.876082, 0.24549, 0.077109, 0.690684
0.134474, 0.889805, 0.24549, 0.0770518, 0.71918
0.114998, 0.904006, 0.24549, 0.0750579, 0.712819
0.0860369, 0.906169, 0.24549, 0.0717695, 0.704458
0.110869, 0.905103, 0.24549, 0.0746841, 0.707557
0.0801314, 0.910944, 0.24549, 0.075135, 0.743589
0.0614421, 0.919248, 0.24549, 0.0743, 0.773936
0.101768, 0.902274, 0.24549, 0.0758911, 0.740824
0.0698182, 0.907325, 0.24549, 0.0762507, 0.694648
0.082327, 0.909141, 0.24549, 0.0729029, 0.711402
0.065298, 0.901045, 0.24549, 0.0748064, 0.674091
0.0661482, 0.908323, 0.24549, 0.0743325, 0.67145
0.0462509, 0.912516, 0.24549, 0.075567, 0.671479
0.0664568, 0.912402, 0.24549, 0.075629, 0.668191
0.105692, 0.927072, 0.24549, 0.0782552, 0.674828
0.0955069, 0.904848, 0.24549, 0.0739531, 0.674112
0.0634442, 0.928415, 0.24549, 0.074422, 0.673343
0.0475457, 0.914592, 0.24549, 0.0740806, 0.652429
0.0644815, 0.916854, 0.24549, 0.076604, 0.654514
0.132212, 0.930025, 0.24549, 0.0744162, 0.623093
0.0555502, 0.929164, 0.24526, 0.0758217, 0.639494
0.0313411, 0.931441, 0.24526, 0.0741594, 0.678364
0.073502, 0.936701, 0.24526, 0.0740146, 0.660173
0.0555808, 0.930685, 0.24526, 0.0711908, 0.669324
0.0733326, 0.916085, 0.24526, 0.0724041, 0.67422
0.0213226, 0.929977, 0.24526, 0.0748905, 0.68008
0.0646565, 0.919198, 0.24526, 0.0776843, 0.667434
0.0441423, 0.930408, 0.24526, 0.0774859, 0.701278
0.106315, 0.927563, 0.24526, 0.0794912, 0.688996
0.0894426, 0.917693, 0.24526, 0.07946, 0.67342
0.02602, 0.946045, 0.24526, 0.0741286, 0.69119
0.0811668, 0.943896, 0.24526, 0.0721094, 0.723952
0.0409867, 0.934979, 0.24526, 0.0715564, 0.685283
0.087378, 0.950352, 0.24526, 0.0700813, 0.70236
0.0224914, 0.939932, 0.24526, 0.0708301, 0.690626
0.0152349, 0.955657, 0.24526, 0.0717572, 0.666308
0.0182412, 0.934955, 0.24526, 0.0681039, 0.678867
0.00906919, 0.936068, 0.24526, 0.0693637, 0.674189
0.0307697, 0.943674, 0.24526, 0.0685628, 0.692217
0.00407268, 0.928832, 0.24526, 0.0678804, 0.679008
0.028597, 0.921391, 0.24526, 0.0686792, 0.703694
0.0133697, 0.944428, 0.24526, 0.0681761, 0.705549
0.0623446, 0.936621, 0.24526, 0.0657086, 0.67727
0.0754679, 0.943996, 0.24526, 0.0660969, 0.702604
0.0364861, 0.947743, 0.24526, 0.0626314, 0.70052
0.0169626, 0.943709, 0.24526, 0.0647645, 0.692891
0.0926828, 0.941895, 0.24526, 0.0639105, 0.697942
0.105312, 0.952755, 0.24526, 0.0625382, 0.682443
0.0575228, 0.934745, 0.24526, 0.0631907, 0.724346
0.0614521, 0.942523, 0.24526, 0.0652773, 0.752043
0.0856962, 0.947305, 0.24526, 0.0644056, 0.741784
0.0490723, 0.939203, 0.24526, 0.0635644, 0.752738
0.0378244, 0.962538, 0.24526, 0.0654028, 0.760717
0.0257657, 0.948537, 0.24526, 0.0639911, 0.757591
0.131726, 0.955241, 0.24526, 0.0640027, 0.754371
0.0678465, 0.939305, 0.24526, 0.0637322, 0.750038
0.0675124, 0.95379, 0.24526, 0.0606246, 0.772066
0.0486538, 0.940594, 0.24526, 0.059208, 0.754835
0.0260114, 0.962441, 0.24526, 0.0592473, 0.771032
0.0457823, 0.946235, 0.24526, 0.0590549, 0.732365
0.058489, 0.942892, 0.24526, 0.0582191, 0.743637
0.0616715, 0.940096, 0.24526, 0.0597147, 0.764758
0.0734637, 0.933607, 0.24526, 0.0590729, 0.728672
0.0425267, 0.9333, 0.24526, 0.0583531, 0.738185
0.0812163, 0.925984, 0.24526, 0.060122, 0.768629
0.047937, 0.915328, 0.24526, 0.0587119, 0.772791
0.0507471, 0.925519, 0.24526, 0.0589872, 0.77909
0.0512575, 0.92366, 0.24526, 0.0609837, 0.789013
0.0422192, 0.924234, 0.24526, 0.0628079, 0.808921
0.0559902, 0.91185, 0.24526, 0.0611824, 0.809691
0.0280413, 0.923028, 0.24526, 0.0611094, 0.8131
0.0681301, 0.913255, 0.24526, 0.0617383, 0.803634
0.0416823, 0.938049, 0.24526, 0.0624273, 0.805676
0.0440228, 0.914775, 0.24526, 0.0598699, 0.823137
0.0578174, 0.929013, 0.24526, 0.0591514, 0.816058
0.0691202, 0.911179, 0.24526, 0.0593979, 0.808848
0.0782401, 0.932997, 0.24526, 0.0597456, 0.819982
0.0703827, 0.918333, 0.24526, 0.0586294, 0.809245
0.0900395, 0.917318, 0.24526, 0.0571998, 0.804086
0.093927, 0.906724, 0.24526, 0.0588081, 0.819467
0.0957024, 0.912693, 0.24526, 0.0598146, 0.831206
0.0879598, 0.919249, 0.24526, 0.057932, 0.817838
0.101579, 0.921448, 0.24526, 0.0579971, 0.8302
0.0844793, 0.921753, 0.24526, 0.0587246, 0.831478
0.0790806, 0.910463, 0.24526, 0.0602795, 0.826192
0.0833065, 0.895101, 0.24526, 0.0607228, 0.818793
0.0841267, 0.886378, 0.24526, 0.0587184, 0.821464
0.10328, 0.870271, 0.24526, 0.0612001, 0.824068
0.0957456, 0.893423, 0.24526, 0.0619889, 0.815126
0.0916737, 0.893195, 0.24526, 0.0596256, 0.795804
0.0976558, 0.893075, 0.24526, 0.0604265, 0.806937
0.107932, 0.878232, 0.24526, 0.0627606, 0.808372
0.0920477, 0.886922, 0.24526, 0.0629071, 0.820282
0.101825, 0.872495, 0.24526, 0.0618064, 0.800731
0.108591, 0.883778, 0.24526, 0.0612119, 0.824121
0.0871898, 0.873077, 0.24526, 0.0626117, 0.813312
0.0888352, 0.87655, 0.24526, 0.0628493, 0.81433
0.0966325, 0.891486, 0.24526, 0.0624122, 0.820277
0.103412, 0.887062, 0.24526, 0.0636738, 0.816478
0.0888185, 0.890491, 0.24526, 0.063438, 0.814313
0.104487, 0.903518, 0.24526, 0.0628553, 0.816012
0.0984505, 0.893854, 0.24526, 0.0641244, 0.820838
0.0971285, 0.891627, 0.24526, 0.0630525, 0.819552
0.0832846, 0.89265, 0.24526, 0.0639412, 0.813796
0.106144, 0.895359, 0.24526, 0.0655387, 0.82235
0.11394, 0.886936, 0.24526, 0.0648289, 0.82694
0.12174, 0.89172, 0.24526, 0.063917, 0.839917
0.118036, 0.90109, 0.24526, 0.0624679, 0.824464
0.125896, 0.891374, 0.24526, 0.0632788, 0.816916
0.123311, 0.882216, 0.24526, 0.0618979, 0.82253
0.0981985, 0.895298, 0.24526, 0.064015, 0.817519
0.115649, 0.897781, 0.24526, 0.0622964, 0.82867
0.105402, 0.885646, 0.24526, 0.0628981, 0.826401
0.121616, 0.893773, 0.24526, 0.063259, 0.828027
0.11082, 0.897954, 0.24526, 0.0639937, 0.833364
0.141275, 0.902136, 0.24526, 0.0651979, 0.840822
0.11773, 0.897827, 0.24526, 0.0661164, 0.843424
0.130867, 0.88782, 0.24526, 0.0676956, 0.847642
0.131267, 0.894755, 0.24526, 0.0684557, 0.854705
0.125195, 0.904928, 0.24526, 0.0687221, 0.849389
0.135816, 0.904684, 0.24526, 0.0693141, 0.845684
0.135237, 0.906471, 0.24526, 0.0692589, 0.849327
0.104242, 0.904914, 0.24526, 0.0686366, 0.849529
0.130662, 0.913913, 0.24526, 0.0715996, 0.849328
0.1272, 0.896266, 0.24526, 0.0715572, 0.844306
0.116869, 0.901948, 0.24526, 0.0716826, 0.852685
0.11157, 0.910118, 0.24526, 0.0732819, 0.857315
0.136554, 0.901446, 0.24526, 0.0723178, 0.862448
0.133754, 0.894494, 0.24526, 0.0725035, 0.876973
0.127599, 0.901464, 0.24526, 0.0720698, 0.870422
0.154817, 0.906234, 0.24526, 0.0712789, 0.875188
0.137434, 0.89462, 0.24526, 0.07, 0.874211
0.121397, 0.903425, 0.24526, 0.0682817, 0.860555
0.11003, 0.881721, 0.24526, 0.0692221, 0.867509
0.0913511, 0.890231, 0.24526, 0.0681247, 0.876392
0.110168, 0.909335, 0.24526, 0.0678347, 0.870722
0.0911895, 0.892846, 0.24526, 0.0681077, 0.873191
0.103981, 0.901595, 0.24526, 0.0692464, 0.858849
