E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.0741279, 0.126051, 1, 0.584527, 0.939443
0.0859654, 0.165462, 0.886017, 0.448454, 0.915793
0.0826817, 0.177689, 0.69684, 0.375825, 0.887302
0.0835486, 0.140705, 0.572157, 0.311356, 0.843995
0.0866429, 0.146728, 0.467277, 0.273584, 0.802352
0.08571, 0.217169, 0.408364, 0.241598, 0.759331
0.0719639, 0.181066, 0.362994, 0.215597, 0.753096
0.079549, 0.241557, 0.355672, 0.206034, 0.728472
0.0882112, 0.274264, 0.321518, 0.191017, 0.727388
0.073946, 0.335967, 0.311349, 0.187956, 0.719318
0.0902165, 0.38257, 0.299483, 0.175577, 0.729418
0.0989111, 0.363888, 0.299483, 0.178699, 0.748669
0.0987484, 0.38259, 0.299483, 0.16944, 0.753635
0.0925465, 0.425767, 0.299483, 0.165345, 0.73096
0.0976722, 0.412224, 0.299483, 0.166387, 0.74531
0.0952546, 0.439049, 0.299483, 0.169467, 0.774087
0.0936378, 0.464826, 0.299483, 0.166385, 0.787647
0.0857039, 0.521371, 0.299483, 0.167808, 0.811309
0.103531, 0.53041, 0.299483, 0.170466, 0.804718
0.100454, 0.547623, 0.299483, 0.168683, 0.77706
0.0990952, 0.582112, 0.299483, 0.166007, 0.792021
0.103766, 0.595144, 0.299483, 0.160577, 0.794843
0.0984419, 0.620165, 0.299483, 0.161326, 0.792356
0.107808, 0.632063, 0.299483, 0.156223, 0.786463
0.0966545, 0.631181, 0.299483, 0.158346, 0.79803
0.106991, 0.672924, 0.299483, 0.153356, 0.802005
0.0887243, 0.700338, 0.299483, 0.149651, 0.808419
0.0944586, 0.691247, 0.299483, 0.148753, 0.808295
0.0986575, 0.71997, 0.299483, 0.149264, 0.815879
0.0926461, 0.734718, 0.299483, 0.146613, 0.837732
0.0885525, 0.738982, 0.299483, 0.142945, 0.836107
0.0986916, 0.756598, 0.299483, 0.140572, 0.826446
0.122652, 0.764406, 0.299483, 0.139618, 0.823474
0.0942387, 0.756009, 0.299483, 0.135768, 0.821883
0.097941, 0.798564, 0.299483, 0.135113, 0.84492
0.109905, 0.791867, 0.299483, 0.134608, 0.839342
0.114928, 0.804561, 0.299483, 0.12767, 0.847263
0.10249, 0.843854, 0.299483, 0.127131, 0.831646
0.0658689, 0.837667, 0.299483, 0.12458, 0.805793
0.0902929, 0.871426, 0.299483, 0.122436, 0.788843
0.0808387, 0.846149, 0.299483, 0.12218, 0.800759
0.0817412, 0.844753, 0.299483, 0.125389, 0.816867
0.0605288, 0.84596, 0.299483, 0.12497, 0.827913
0.0678939, 0.852087, 0.299483, 0.118762, 0.834204
0.074448, 0.861289, 0.299483, 0.117712, 0.820885
0.0393978, 0.85527, 0.299483, 0.118093, 0.826214
0.0412263, 0.84066, 0.299483, 0.115758, 0.803015
0.0252609, 0.843874, 0.299483, 0.113393, 0.799958
0.0495004, 0.869332, 0.299483, 0.1102, 0.789598
0.0105642, 0.865562, 0.299483, 0.113862, 0.797429
0.0204837, 0.854054, 0.299483, 0.115483, 0.802496
0.0175097, 0.827647, 0.299483, 0.115381, 0.781117
0.0327227, 0.829018, 0.299483, 0.115589, 0.769057
0.0412953, 0.855147, 0.299483, 0.114958, 0.763337
0.048238, 0.848808, 0.299483, 0.115751, 0.770559
0.0312974, 0.797368, 0.299483, 0.114056, 0.807951
0.0356313, 0.849307, 0.299483, 0.114801, 0.793168
0.0157065, 0.845657, 0.299483, 0.109348, 0.796171
0.0316708, 0.827627, 0.299483, 0.105593, 0.79804
0.0225041, 0.849912, 0.299483, 0.106032, 0.822383
0.0278205, 0.869686, 0.299483, 0.103786, 0.824546
0.050531, 0.838593, 0.299483, 0.103297, 0.837862
0.0569653, 0.843609, 0.299483, 0.102651, 0.833276
0.0280999, 0.853921, 0.299483, 0.100301, 0.82398
0.0468215, 0.842221, 0.299483, 0.100331, 0.808804
0.066134, 0.828497, 0.299483, 0.0998727, 0.813028
0.0725588, 0.84158, 0.299483, 0.0977045, 0.826673
0.0732831, 0.838908, 0.299483, 0.0950277, 0.801379
0.0738544, 0.849064, 0.299483, 0.092832, 0.788794
0.0594151, 0.864245, 0.299483, 0.0972872, 0.818688
0.0528878, 0.87315, 0.299483, 0.09574, 0.806819
0.0891468, 0.862146, 0.299483, 0.091263, 0.796563
0.0486744, 0.861451, 0.299483, 0.0882442, 0.799665
0.0577162, 0.84783, 0.299483, 0.0869114, 0.801053
0.064253, 0.858274, 0.299483, 0.0858877, 0.781947
0.0360322, 0.874168, 0.299483, 0.0861947, 0.785671
