E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.0762795, -0.111033, 1, 0.503275, 0.861711
0.0687224, 0.0117611, 0.659708, 0.304224, 0.685395
0.0669307, 0.0201257, 0.376688, 0.250565, 0.540988
0.0769734, 0.0781431, 0.286369, 0.218026, 0.538153
0.0757351, 0.116016, 0.246317, 0.19487, 0.545482
0.0721858, 0.223256, 0.237461, 0.184354, 0.566564
0.080291, 0.28425, 0.237461, 0.173233, 0.577861
0.0625557, 0.286058, 0.236425, 0.172748, 0.56538
0.0454893, 0.325593, 0.235917, 0.174768, 0.543106
0.0534649, 0.376658, 0.231933, 0.163964, 0.573084
0.0692916, 0.365975, 0.231933, 0.153355, 0.55586
0.0717911, 0.456826, 0.231933, 0.146033, 0.550944
0.0712294, 0.525879, 0.231933, 0.145865, 0.575916
0.0677935, 0.615748, 0.229157, 0.141482, 0.563129
0.0659428, 0.68991, 0.229157, 0.13364, 0.543708
0.0908994, 0.672418, 0.225852, 0.131205, 0.520943
0.0958161, 0.681143, 0.225852, 0.128931, 0.517317
0.10071, 0.718954, 0.215789, 0.123007, 0.455075
0.100732, 0.740178, 0.213649, 0.120342, 0.42636
0.121511, 0.776163, 0.208153, 0.118499, 0.44846
0.115805, 0.80603, 0.208153, 0.116052, 0.440109
0.109441, 0.795766, 0.202773, 0.117657, 0.403252
0.0895093, 0.814747, 0.196737, 0.112541, 0.333332
0.0648376, 0.838033, 0.183145, 0.107935, 0.318667
0.0204344, 0.879879, 0.180104, 0.103687, 0.297879
0.0456643, 0.866175, 0.180104, 0.0979225, 0.305605
0.0797953, 0.868811, 0.180104, 0.102189, 0.267838
0.0838719, 0.832924, 0.176621, 0.103466, 0.228068
0.0630876, 0.850441, 0.173104, 0.10301, 0.222547
0.0383774, 0.844932, 0.168427, 0.104783, 0.120122
0.0989782, 0.848654, 0.156798, 0.103627, 0.0706905
0.129592, 0.857896, 0.162308, 0.102386, 0.0205254
0.104569, 0.832407, 0.160168, 0.101368, -0.0425585
0.0567105, 0.823194, 0.160168, 0.104474, -0.0796055
0.0668016, 0.849625, 0.159672, 0.105078, -0.110827
0.0852306, 0.859342, 0.159672, 0.099877, -0.0576816
0.106324, 0.882543, 0.152175, 0.102611, -0.053801
0.108976, 0.865132, 0.155293, 0.106653, -0.0910923
0.0298135, 0.880134, 0.152803, 0.10995, -0.103245
0.0646141, 0.876146, 0.147951, 0.112033, -0.138858
0.0650249, 0.819887, 0.138281, 0.113993, -0.167803
0.0498737, 0.849286, 0.138819, 0.125787, -0.220396
0.106457, 0.799892, 0.139024, 0.125862, -0.269758
0.0852534, 0.82308, 0.139024, 0.125175, -0.267692
0.0732909, 0.835365, 0.139024, 0.121543, -0.322068
0.0309874, 0.841379, 0.139024, 0.12612, -0.374243
0.0803596, 0.815663, 0.139024, 0.127703, -0.380725
0.0734712, 0.817825, 0.139024, 0.134361, -0.37717
0.102578, 0.808144, 0.138449, 0.132199, -0.398401
0.0802275, 0.816138, 0.138449, 0.127256, -0.430383
0.0502992, 0.804665, 0.138449, 0.119997, -0.463106
0.0800528, 0.840786, 0.138449, 0.121608, -0.438231
0.0571989, 0.816784, 0.138449, 0.119792, -0.438818
0.0770962, 0.82502, 0.138449, 0.120526, -0.442953
0.0461063, 0.839849, 0.138449, 0.12575, -0.449321
0.0769374, 0.825423, 0.138449, 0.124851, -0.431522
0.0587749, 0.835124, 0.138449, 0.128351, -0.448103
0.101699, 0.856088, 0.138449, 0.129864, -0.428411
0.0695436, 0.815888, 0.138449, 0.124331, -0.439059
0.063889, 0.823983, 0.138449, 0.129057, -0.43335
0.0283762, 0.824458, 0.138449, 0.128953, -0.488025
0.104745, 0.820086, 0.138449, 0.127922, -0.478578
0.106333, 0.812007, 0.138449, 0.127756, -0.502436
0.0785287, 0.82667, 0.138449, 0.12784, -0.520244
0.0683732, 0.802991, 0.138449, 0.126002, -0.557223
0.0799684, 0.833863, 0.138449, 0.123801, -0.569513
0.0574761, 0.808135, 0.138449, 0.122852, -0.573124
0.0639278, 0.862361, 0.138449, 0.118126, -0.554911
0.101961, 0.856284, 0.138449, 0.119507, -0.522593
0.070496, 0.81211, 0.138449, 0.123528, -0.521532
0.101413, 0.832166, 0.138449, 0.119924, -0.477358
0.0788821, 0.851203, 0.138449, 0.121617, -0.506676
0.0678495, 0.854931, 0.138449, 0.117883, -0.536445
0.0869216, 0.837111, 0.138449, 0.119371, -0.564097
0.0757829, 0.849774, 0.138449, 0.121833, -0.5539
0.085635, 0.849455, 0.138449, 0.118737, -0.560898
0.087439, 0.84362, 0.138449, 0.118487, -0.541657
0.0843887, 0.851648, 0.138449, 0.12198, -0.511713
0.108894, 0.835313, 0.138449, 0.124076, -0.502707
0.0886983, 0.820553, 0.138449, 0.116739, -0.561127
0.0698898, 0.848997, 0.138449, 0.11592, -0.574181
0.0851613, 0.855077, 0.138449, 0.116049, -0.5997
0.0638278, 0.860546, 0.138449, 0.114119, -0.580938
0.0727305, 0.837684, 0.138449, 0.117721, -0.562166
0.0473925, 0.846378, 0.138449, 0.117514, -0.571273
0.0967093, 0.841407, 0.138449, 0.120993, -0.524782
