E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.130393, 0.0675299, 1, 0.56538, 0.920539
0.136913, 0.130118, 0.856549, 0.413018, 0.862248
0.141675, 0.150054, 0.578832, 0.310046, 0.77061
0.119266, 0.253057, 0.418278, 0.257165, 0.662064
0.127265, 0.297741, 0.328542, 0.221428, 0.552915
0.131139, 0.344673, 0.282713, 0.192808, 0.554936
0.12902, 0.427067, 0.265801, 0.189548, 0.577611
0.110069, 0.461231, 0.25712, 0.177432, 0.517529
0.0870678, 0.451611, 0.231075, 0.166548, 0.524731
0.0943322, 0.506219, 0.225148, 0.160696, 0.535819
0.105273, 0.606466, 0.221156, 0.15724, 0.514893
0.0837229, 0.600785, 0.220637, 0.151657, 0.504755
0.102289, 0.610175, 0.218619, 0.150233, 0.521805
0.085055, 0.657102, 0.218619, 0.146763, 0.50506
0.0681355, 0.684955, 0.218619, 0.13512, 0.485834
0.0803389, 0.703472, 0.218619, 0.139911, 0.461237
0.0582036, 0.70312, 0.200468, 0.135099, 0.437403
0.0793627, 0.697207, 0.200514, 0.129602, 0.40924
0.105739, 0.767798, 0.192173, 0.122323, 0.381637
0.0631575, 0.753898, 0.18958, 0.118519, 0.314621
0.103556, 0.80115, 0.185203, 0.115039, 0.282234
0.082637, 0.817585, 0.177261, 0.115237, 0.251425
0.0606248, 0.819235, 0.169697, 0.11589, 0.173465
0.124751, 0.804713, 0.163221, 0.108673, 0.12758
0.0820193, 0.78309, 0.15932, 0.112341, 0.112041
0.0868195, 0.808889, 0.158028, 0.111748, 0.0658236
0.120407, 0.824823, 0.155046, 0.116828, 0.0102676
0.0969389, 0.795237, 0.152307, 0.113224, -0.0532665
0.0856276, 0.848616, 0.154605, 0.113134, -0.0702569
0.0944688, 0.835089, 0.154605, 0.114862, -0.110985
0.0782702, 0.805977, 0.151838, 0.111687, -0.145635
0.0542628, 0.856179, 0.148718, 0.115273, -0.214635
0.11848, 0.860176, 0.148718, 0.116424, -0.186169
0.130719, 0.844268, 0.141178, 0.115557, -0.204151
0.0708867, 0.832138, 0.141178, 0.113933, -0.220064
0.122661, 0.845822, 0.138812, 0.116828, -0.256987
0.0915068, 0.85662, 0.138812, 0.114383, -0.282913
0.0649097, 0.839519, 0.137472, 0.112193, -0.328845
0.0923228, 0.873695, 0.137472, 0.109853, -0.350035
0.0828662, 0.849171, 0.137472, 0.110834, -0.420153
0.110309, 0.840931, 0.137472, 0.112435, -0.405214
0.0804956, 0.849109, 0.137472, 0.1187, -0.413726
0.0667941, 0.842628, 0.137472, 0.116757, -0.404931
0.0852206, 0.818123, 0.137472, 0.116349, -0.455223
0.0731919, 0.855793, 0.137472, 0.115251, -0.430967
0.109039, 0.86325, 0.137472, 0.115823, -0.428839
0.103742, 0.854832, 0.137472, 0.112533, -0.429895
0.0738669, 0.809643, 0.137472, 0.117281, -0.424997
0.0564702, 0.846885, 0.137472, 0.122795, -0.467345
0.0497124, 0.85726, 0.137472, 0.119147, -0.454551
0.100961, 0.849569, 0.137472, 0.117147, -0.462521
0.064022, 0.846535, 0.137472, 0.121524, -0.476123
0.0805584, 0.855579, 0.137472, 0.117274, -0.457265
0.085012, 0.870187, 0.137472, 0.111372, -0.440651
0.092044, 0.859502, 0.137472, 0.114155, -0.471387
0.0860228, 0.858989, 0.137472, 0.112407, -0.493633
0.0632523, 0.86069, 0.137472, 0.111714, -0.476732
0.059505, 0.854675, 0.137472, 0.116259, -0.532447
0.0519996, 0.869431, 0.137472, 0.12129, -0.49863
0.0341532, 0.877867, 0.137472, 0.11908, -0.480633
0.0942208, 0.860197, 0.137472, 0.116977, -0.478725
0.10895, 0.844055, 0.137472, 0.112754, -0.510679
0.0915113, 0.871266, 0.137472, 0.107546, -0.52942
0.0758658, 0.900562, 0.137472, 0.105274, -0.565436
0.104907, 0.898305, 0.137472, 0.104608, -0.558772
0.0261061, 0.923351, 0.137472, 0.103346, -0.555958
0.068347, 0.873502, 0.137472, 0.105501, -0.584158
0.101095, 0.875744, 0.137472, 0.107214, -0.636881
0.0569406, 0.873655, 0.137472, 0.109187, -0.634872
0.065714, 0.861601, 0.137472, 0.106476, -0.632728
0.0967785, 0.872619, 0.137472, 0.109223, -0.628327
0.0906542, 0.885431, 0.137472, 0.111228, -0.653588
0.0494748, 0.882193, 0.137472, 0.113271, -0.6549
0.031012, 0.874321, 0.137472, 0.10888, -0.682486
0.064392, 0.871756, 0.137472, 0.11334, -0.719045
0.0827482, 0.862213, 0.137472, 0.116348, -0.695097
0.0616182, 0.857109, 0.137472, 0.118496, -0.69173
0.0932242, 0.859228, 0.137472, 0.119214, -0.68798
0.0877045, 0.835802, 0.137472, 0.115813, -0.680576
0.0949677, 0.839069, 0.137472, 0.111989, -0.674381
0.109895, 0.861658, 0.137472, 0.110675, -0.691148
0.0864515, 0.834692, 0.137472, 0.113552, -0.699056
