the last, the last 100 averaged mu
0.0926329,0.0864297
0.195752,0.174484
0.224361,0.296512
0.214395,0.25566
0.33263,0.329559
0.337939,0.368917
0.345102,0.392309
0.235271,0.303918
0.141678,0.247329
-0.0472439,0.0191716
0.094021,0.102825
0.0467069,0.0581489
-0.0349956,-0.0266562
-0.0806535,-0.0466442
0.00256953,0.0296576
-0.0874772,0.017221
0.0871864,0.135404
0.192753,0.147081
0.173314,0.109494
0.159834,0.135863
-0.0293841,0.0139795
-0.0966818,-0.017084
-0.0682463,-0.0144099
-0.0134943,0.0223051
0.0269977,0.0144288
0.0858016,0.110917
0.0268069,0.0404759
0.172875,0.176146
-0.0172368,0.0436219
0.086508,0.0774103
0.324208,0.267519
0.273436,0.275374
0.331024,0.372573
0.298608,0.323432
0.256279,0.273468
0.23897,0.275748
0.386024,0.318926
0.479047,0.393458
0.447489,0.420307
0.469171,0.42971
0.408231,0.356293
0.338975,0.270007
0.325379,0.261184
0.253825,0.245041
0.404025,0.394924
0.45638,0.465243
0.436846,0.414919
0.413561,0.395534
0.461638,0.42754
0.71752,0.64523
0.664365,0.66895
0.585985,0.648966
0.475275,0.480004
0.458535,0.409834
0.401692,0.289733
0.254908,0.268665
0.273228,0.291553
0.191923,0.192264
0.0843212,0.085469
0.0323993,0.106846
0.0707757,0.145102
0.170022,0.162487
0.089569,0.0742381
-0.0185725,-0.0222679
0.100161,0.0950176
0.0711923,0.0872624
0.0326207,0.0804015
-0.0364871,-0.00794628
-0.0217018,-0.0479608
-0.0731505,-0.0649677
-0.0277558,-0.0138118
0.0992154,0.0610506
0.0466394,0.0660358
0.164618,0.15627
0.13107,0.102963
0.317219,0.306367
0.308767,0.260401
0.312922,0.359344
0.256442,0.312053
0.254678,0.255428
0.208013,0.243403
0.164467,0.175704
0.120686,0.107763
0.265532,0.142014
0.212222,0.115246
0.221595,0.154579
0.312467,0.372259
0.390865,0.356366
0.274726,0.222697
0.265281,0.254074
0.212328,0.105901
0.0578564,0.0871196
-0.000919608,0.0245584
0.0685644,0.141941
0.111576,0.141208
0.246006,0.22589
0.279534,0.322833
0.388527,0.409688
0.469892,0.383178
0.360578,0.289435
0.271729,0.219601
0.218423,0.179886
0.272939,0.228588
0.19351,0.21163
0.199145,0.218948
0.170611,0.191129
0.0917189,0.148694
0.0608135,0.113066
-0.00555567,0.0587912
-0.0274775,-0.018034
-0.0376725,0.0310886
0.133426,0.187636
0.0960119,0.100696
0.0120024,-0.0194758
-0.0758363,-0.0894702
-0.0708517,-0.110467
0.0955731,-0.00507111
-0.0535032,-0.0830989
0.0920785,0.0408818
-0.0452461,-0.0365313
-0.193033,-0.148981
-0.13351,-0.128863
-0.0484829,-0.0361198
-0.116127,-0.11638
-0.122668,-0.105797
-0.0536291,-0.0343558
0.0650869,0.0725166
0.0991027,0.112239
0.281904,0.288196
0.285107,0.319891
0.281269,0.32628
0.14039,0.231578
0.263961,0.237289
0.0899121,0.165288
0.186364,0.206139
0.161394,0.227414
0.147124,0.218009
0.191079,0.233832
0.180568,0.206826
0.0807484,0.163496
0.065884,0.199141
0.0526436,0.111634
-0.00289933,0.0283686
-0.167605,-0.0803359
0.130718,0.164232
0.245068,0.268246
0.266701,0.284146
0.182725,0.175461
0.0567065,0.0136352
-0.0957974,-0.103333
0.0473359,0.0287391
0.127213,0.160384
0.170513,0.201594
0.202764,0.206918
0.31215,0.273977
0.375348,0.342436
0.497659,0.475802
0.44228,0.455387
0.379976,0.380095
0.49156,0.427779
0.39462,0.366334
0.316674,0.316884
0.391259,0.33168
0.33004,0.287694
0.274894,0.275208
0.219477,0.278534
0.420572,0.397597
0.42602,0.357103
0.349562,0.258038
0.372142,0.311199
0.330162,0.305132
0.158329,0.0990032
0.346112,0.312261
0.361525,0.321435
0.44849,0.380412
0.232863,0.21901
0.102755,0.172686
-0.00387872,0.10893
0.15409,0.17616
0.0625281,0.0426072
0.029157,0.026882
-0.131936,-0.0948319
-0.126461,-0.103695
-0.227555,-0.149993
-0.299809,-0.214596
-0.271759,-0.217953
-0.261462,-0.263024
-0.310005,-0.225147
-0.320758,-0.32313
-0.350913,-0.320884
-0.582476,-0.4748
-0.418938,-0.336176
-0.524721,-0.465219
-0.461904,-0.401364
-0.226557,-0.243496
-0.119953,-0.219049
-0.231483,-0.313062
-0.355126,-0.414047
-0.353673,-0.413088
-0.217854,-0.221646
-0.183484,-0.231191
-0.142578,-0.120125
-0.189944,-0.121552
-0.362157,-0.266108
-0.31438,-0.282824
-0.266439,-0.222589
-0.280566,-0.240852
-0.431843,-0.354299
-0.400514,-0.362132
-0.28855,-0.279696
-0.268795,-0.212822
-0.142324,-0.108038
-0.0832298,-0.140921
0.00264476,-0.0680649
0.0083458,-0.0697458
-0.107074,-0.161892
-0.0765951,-0.136249
0.040979,-0.0351043
-0.0344198,-0.107456
-0.00381404,-0.0539838
-0.04633,-0.0262975
0.069489,0.0813365
-0.0113612,0.00663543
-0.0393622,-0.0228696
-0.118369,-0.12273
-0.157056,-0.132775
-0.233846,-0.169242
-0.122762,-0.127044
-0.163295,-0.227674
-0.0505196,-0.140993
-0.183385,-0.244452
-0.14405,-0.168862
-0.117718,-0.0913723
0.0269624,0.0763991
0.0579426,0.041098
0.170044,0.06909
0.158706,0.079823
0.0290504,-0.00255176
-0.00724547,0.00973913
-0.122189,-0.121399
0.0167425,-0.0365865
0.0388955,-0.0276707
-0.00494553,-0.0540492
0.087753,0.0732859
0.179975,0.211902
0.202011,0.19464
0.157095,0.158801
0.0111513,0.0839218
-0.0761636,0.0264545
0.0438522,0.112345
-0.0402018,0.0379256
0.0274042,0.063928
0.0510966,0.0892565
-0.0631458,0.0579798
0.240931,0.296926
0.0971956,0.121807
0.140164,0.205643
0.0236037,0.0667752
0.0101891,-0.022103
0.0533686,0.0231781
0.0440344,0.0535877
0.0752448,0.0855761
0.234683,0.20108
0.351787,0.251363
0.3842,0.29567
0.385602,0.29567
0.444761,0.393781
0.540894,0.583085
0.458249,0.477966
0.409105,0.440873
0.397275,0.472203
0.216306,0.290586
0.169134,0.301203
0.310266,0.409496
0.248308,0.350767
0.358274,0.39386
0.347269,0.357243
0.35456,0.344819
0.302917,0.278456
0.271777,0.233361
0.259616,0.214394
0.138756,0.125172
0.103811,0.0259832
0.162709,0.0821539
-0.058276,-0.108927
0.0178146,-0.00762922
0.0430367,0.0244132
0.143022,0.124812
0.114322,0.0976704
0.201447,0.148327
0.128529,0.153967
0.215812,0.220924
0.180899,0.184571
0.139155,0.129253
0.060815,0.0905273
-0.053444,-0.00125134
-0.196957,-0.111063
-0.140581,-0.074243
-0.106648,-0.0497617
-0.0100643,-0.00659075
0.0782544,0.0980035
0.017674,0.0562606
0.114125,0.146492
0.205785,0.223402
0.307324,0.28183
0.4429,0.408613
0.38872,0.332801
0.248313,0.295263
0.312833,0.354198
0.350125,0.3776
0.462383,0.498279
0.555519,0.522209
0.522122,0.497032
0.504527,0.466921
0.319272,0.366101
0.322847,0.385479
0.188603,0.298678
0.194707,0.19538
0.219958,0.208489
0.478103,0.373058
0.46716,0.398154
0.457654,0.426739
0.34311,0.297587
0.200645,0.189354
0.290796,0.225819
0.15357,0.1863
0.0723826,0.0662198
0.116819,0.138898
0.151084,0.118515
0.0523551,0.0218564
0.0715914,0.0484242
0.174272,0.114909
0.160034,0.122784
0.0866021,0.0725987
0.0944198,0.0988185
0.104795,0.0803233
-0.0460657,0.00055971
-0.0505967,-0.0462786
-0.00178489,0.0173446
0.00880068,0.0660057
0.0856952,0.0345726
-0.0455451,-0.147366
0.0595294,-0.015848
0.0393814,-0.04781
0.12061,0.0223116
-0.0245679,-0.0604399
0.0599759,-0.0105266
0.0711958,0.020131
0.12655,0.0633479
0.200663,0.113822
0.282451,0.150334
0.22275,0.150045
0.13047,0.0647503
-0.0939688,-0.139213
0.055462,0.0166612
-0.0583021,-0.0697989
-0.0216319,-0.0172803
0.0475507,0.124204
0.0453982,0.122723
0.00274278,0.0124582
0.0979086,0.0882015
0.0167819,0.0119111
0.120544,0.0569015
-0.0256359,-0.0277758
0.0431508,0.0643336
0.194458,0.18026
0.380309,0.282136
0.203985,0.188443
0.394691,0.255516
0.391663,0.301885
0.336545,0.307998
0.0916755,0.127091
0.114326,0.153923
0.200406,0.213184
0.136689,0.173
-0.0513901,0.0250155
-0.0471115,-0.000405248
-0.0880082,-0.102845
-0.194929,-0.157895
-0.195275,-0.167216
-0.0684548,-0.0631365
-0.0724231,-0.00638016
0.0394304,0.0659882
0.000707414,0.0218639
0.0261258,0.06993
0.00868263,0.0266101
0.0447127,0.0186217
-0.131122,-0.143736
-0.155761,-0.1692
-0.214282,-0.213107
-0.229136,-0.227897
-0.178223,-0.131945
-0.178595,-0.21724
-0.16683,-0.186437
-0.154913,-0.230986
-0.082269,-0.140378
-0.0909635,-0.113274
-0.0768159,0.000497193
0.0739387,0.0683996
0.0898338,0.0931901
0.0864297,0.100882
0.125029,0.136679
0.128858,0.195117
0.162875,0.183122
0.0860887,0.0926319
0.189687,0.200857
-0.00370938,0.0510567
0.0429688,0.0353845
0.0815151,0.0803969
0.0997684,0.0704295
-0.0320965,0.0252062
-0.0482974,-0.0553888
0.0876336,0.041854
0.142447,0.128922
0.152929,0.172183
0.0343915,0.0978833
-0.0115719,0.0758019
0.13518,0.156956
0.0691014,0.114489
0.280029,0.247948
0.36691,0.370189
0.304601,0.350802
0.318042,0.351851
0.259712,0.294573
0.210196,0.259701
0.270383,0.303287
0.245718,0.257289
0.316094,0.312572
0.355064,0.306234
0.312317,0.325776
0.157311,0.228832
0.0353904,0.061548
0.0099193,0.0502416
-0.0567318,-0.00189999
0.0397159,0.021163
0.118506,0.10254
0.157652,0.112503
-0.000332873,0.01927
0.0368251,0.0493992
0.0349464,0.0758438
-0.0486467,0.0405877
0.0352291,0.0720254
0.00990364,0.00872118
-0.048037,-0.0502318
0.0191801,0.026067
-0.120637,-0.120156
-0.113728,-0.0472809
-0.00247375,-0.0306121
-0.0149702,-0.105217
-0.10308,-0.0676313
0.0439476,0.0991703
0.0775601,0.125768
0.0912924,0.16438
0.123136,0.140752
0.224066,0.229713
0.209311,0.165365
0.0320964,0.0806908
0.00729138,0.0376634
0.139011,0.193685
0.242239,0.235266
0.103348,0.11179
0.0653098,0.114822
0.0600191,0.12952
-0.0730888,0.00796644
-0.00151903,0.0230557
0.0385668,0.0777564
-0.0934028,-0.087602
-0.143435,-0.132609
-0.0411979,-0.069101
-0.00861145,0.0513405
-0.0121374,0.0601371
0.00481926,0.0436514
0.136252,0.118013
0.121025,0.0513081
-0.0094351,-0.0549238
-0.258849,-0.223176
-0.137232,-0.13543
-0.21623,-0.26217
-0.24672,-0.245305
-0.24054,-0.286052
-0.3545,-0.333754
-0.352754,-0.306385
-0.322116,-0.322958
-0.27237,-0.275725
-0.348119,-0.344195
-0.283993,-0.258346
-0.181921,-0.222604
-0.121642,-0.163313
-0.110335,-0.115061
-0.19805,-0.188228
-0.0199248,-0.0729053
0.0555302,0.08261
0.0818525,0.111212
0.218303,0.251139
0.00648453,0.0601164
-0.126741,-0.0439443
-0.0517142,0.00424041
-0.0212925,0.0261234
-0.0469728,-0.0133326
-0.0158908,0.000560451
0.0161669,-0.00774207
-0.00452671,-0.0301329
-0.0853655,-0.0854365
-0.283355,-0.225523
-0.285401,-0.225819
-0.360656,-0.32381
-0.513698,-0.510893
-0.434984,-0.463905
-0.46588,-0.490427
-0.402182,-0.411876
-0.484303,-0.497979
-0.611164,-0.539264
-0.479913,-0.496638
-0.230897,-0.347705
-0.183799,-0.304391
-0.139981,-0.295672
-0.249314,-0.306987
-0.188011,-0.276035
-0.232564,-0.220454
-0.101654,-0.134602
-0.361989,-0.314091
-0.340662,-0.321515
-0.391495,-0.413255
-0.400818,-0.439126
-0.271874,-0.359054
-0.385093,-0.444668
