E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.0452328, 0.0239215, 1, 0.545965, 0.91489
0.0313836, 0.100554, 0.788318, 0.367371, 0.85217
0.0298734, 0.120391, 0.52282, 0.296922, 0.773727
0.0436582, 0.120705, 0.417494, 0.259201, 0.704208
0.0409962, 0.114575, 0.348861, 0.221311, 0.647164
0.0394044, 0.165865, 0.297389, 0.203825, 0.620054
0.0497435, 0.236607, 0.282352, 0.196231, 0.604839
0.0636766, 0.269963, 0.280802, 0.184908, 0.613401
0.0706274, 0.343703, 0.267408, 0.187696, 0.610084
0.0798142, 0.466395, 0.257549, 0.172409, 0.587811
0.074001, 0.47463, 0.256029, 0.163229, 0.585954
0.0825046, 0.50335, 0.247375, 0.154817, 0.588554
0.0684759, 0.540777, 0.247375, 0.14119, 0.605786
0.0921834, 0.563473, 0.24403, 0.132817, 0.594909
0.0859927, 0.601613, 0.24403, 0.133937, 0.579962
0.0973258, 0.613407, 0.237384, 0.124362, 0.605597
0.0840779, 0.647242, 0.237384, 0.128086, 0.61611
0.0976707, 0.680525, 0.237384, 0.121792, 0.622701
0.0804816, 0.711621, 0.237384, 0.1122, 0.618651
0.0639451, 0.726285, 0.237384, 0.106773, 0.630844
0.0597532, 0.735315, 0.237384, 0.107432, 0.644455
0.0690615, 0.737905, 0.237384, 0.107283, 0.631766
0.0902665, 0.746778, 0.237384, 0.109279, 0.603662
0.0836507, 0.742571, 0.237384, 0.107315, 0.612355
0.0964338, 0.763312, 0.237384, 0.106233, 0.63296
0.0919838, 0.804477, 0.237384, 0.106211, 0.656187
0.0866915, 0.784233, 0.237384, 0.106884, 0.66771
0.0890024, 0.797727, 0.237384, 0.103056, 0.666754
0.101632, 0.807138, 0.237384, 0.105155, 0.655197
0.100098, 0.797661, 0.237384, 0.10192, 0.651402
0.102876, 0.809189, 0.237384, 0.10312, 0.601401
0.0842431, 0.816877, 0.237384, 0.104424, 0.650489
