the last, the last 100 averaged mu
0.0772069,0.0898445
0.192944,0.172824
0.33077,0.292578
0.259471,0.251432
0.323816,0.318375
0.333675,0.34868
0.333713,0.380232
0.282274,0.298436
0.251682,0.242597
0.0185024,0.0300968
0.133331,0.126932
0.0719048,0.0788259
0.0247901,-0.00244578
0.0142053,-0.0140589
0.111692,0.0599057
0.0842062,0.0355767
0.170729,0.148147
0.135296,0.146404
0.072858,0.0979459
0.139219,0.118013
0.00562252,-0.00246418
-0.0329607,-0.0290714
-0.027758,-0.0247332
-0.0332886,0.0114131
-0.0520148,-0.00666924
0.0542325,0.0874971
-0.0120113,0.020655
0.120102,0.163702
0.000243971,0.030171
-0.00384156,0.0657265
0.182201,0.258867
0.233819,0.269814
0.316037,0.357295
0.301272,0.305804
0.257713,0.25288
0.325196,0.260078
0.404893,0.306589
0.442575,0.382273
0.444088,0.410924
0.45801,0.419385
0.407666,0.350089
0.27919,0.269249
0.251704,0.277187
0.250788,0.271899
0.384104,0.432269
0.437291,0.490007
0.374559,0.429538
0.396242,0.418835
0.416613,0.461838
0.598306,0.661939
0.611985,0.665008
0.611025,0.635541
0.465129,0.473497
0.379601,0.406443
0.270171,0.290942
0.266445,0.260227
0.25361,0.278897
0.155865,0.191552
0.0143083,0.0868275
0.0284412,0.104785
0.0656897,0.145454
0.0334453,0.160486
-0.0528681,0.069191
-0.151213,-0.0313182
-0.00379935,0.0820808
0.0321297,0.0735097
0.0431656,0.069314
-0.0586385,-0.0151099
-0.103309,-0.0585734
-0.140385,-0.06703
-0.00360367,-0.0237689
0.0623307,0.0458692
0.0558096,0.0548767
0.18327,0.140052
0.162727,0.0945816
0.295109,0.287025
0.189542,0.228884
0.31871,0.331893
0.260387,0.289348
0.227639,0.230555
0.202819,0.208495
0.137368,0.145496
0.0585833,0.0746358
0.117426,0.121729
0.067388,0.114215
0.129199,0.165646
0.346889,0.387979
0.311884,0.370441
0.19996,0.238606
0.23166,0.266194
0.0837881,0.122218
0.0663221,0.102802
0.00638117,0.0406082
0.134062,0.164969
0.148697,0.164791
0.25797,0.244565
0.321917,0.332934
0.434587,0.416275
0.363386,0.389801
0.264256,0.297469
0.159904,0.224531
0.135268,0.179673
0.171408,0.234108
0.114374,0.208702
0.154007,0.214169
0.145111,0.196843
0.16417,0.162201
0.121377,0.126997
0.0905435,0.0750314
-0.0179193,-0.00881579
0.0255629,0.0400589
0.247652,0.192695
0.134354,0.0963612
0.000253819,-0.0231383
-0.0702515,-0.103325
-0.078849,-0.125591
-0.0113958,-0.024996
-0.10165,-0.103885
-0.00826576,0.00878433
-0.0800757,-0.0688509
-0.157277,-0.178201
-0.141258,-0.146726
-0.0139867,-0.0392183
-0.106544,-0.107797
-0.0897043,-0.0909379
-0.0322617,-0.0251029
0.0953277,0.0911515
0.139729,0.122516
0.320759,0.293201
0.343338,0.324644
0.352966,0.337245
0.281744,0.23798
0.240103,0.245334
0.188429,0.17152
0.191073,0.205865
0.18368,0.219668
0.178116,0.208708
0.215147,0.22257
0.202944,0.204603
0.175282,0.160451
0.22343,0.194668
0.145862,0.107808
0.0525637,0.0274959
-0.0334905,-0.074399
0.22672,0.183582
0.311107,0.279402
0.254055,0.279143
0.149211,0.160742
-0.0230469,-0.00112267
-0.0944298,-0.103814
0.125363,0.0422524
0.269393,0.180996
0.25262,0.225875
0.308624,0.237414
0.358916,0.304493
0.393382,0.370669
0.532672,0.499083
0.462097,0.474135
0.335369,0.394279
0.413447,0.445589
0.341543,0.381051
0.275976,0.327543
0.309947,0.329593
0.27848,0.278914
0.284961,0.258366
0.272218,0.253442
0.40724,0.375985
0.339898,0.330076
0.291886,0.232997
0.352361,0.294194
0.309963,0.282673
0.116134,0.0779386
0.33146,0.293687
0.314435,0.298515
0.321906,0.348814
0.139343,0.186158
0.0767043,0.145111
-0.0100551,0.076326
0.126946,0.147109
-0.0219353,0.0182136
-0.0237216,0.00614228
-0.131191,-0.10987
-0.146393,-0.113916
-0.18074,-0.158994
-0.246827,-0.230217
-0.226555,-0.236256
-0.286254,-0.268178
-0.262002,-0.220915
-0.382424,-0.306953
-0.330386,-0.313677
-0.464286,-0.471688
-0.34397,-0.343349
-0.440735,-0.476705
-0.33174,-0.414972
-0.17781,-0.248615
-0.174119,-0.225229
-0.280318,-0.314704
-0.404253,-0.419992
-0.368876,-0.41259
-0.237201,-0.228362
-0.238789,-0.258146
-0.0818909,-0.142813
-0.0866401,-0.141316
-0.261438,-0.277752
-0.270795,-0.288093
-0.233569,-0.228172
-0.206427,-0.244382
-0.314233,-0.350574
-0.360643,-0.357894
-0.294496,-0.281343
-0.197712,-0.214543
-0.0958747,-0.124637
-0.10932,-0.156866
-0.0199281,-0.0744262
-0.0360082,-0.0775346
-0.0978908,-0.173421
-0.0786285,-0.1386
-0.0042047,-0.0417593
-0.104634,-0.112637
-0.0447711,-0.0568335
-0.031919,-0.0278854
0.0979279,0.0885743
-0.00520423,0.0095471
-0.055707,-0.0212825
-0.194241,-0.117557
-0.150587,-0.128759
-0.191841,-0.174088
-0.162244,-0.133975
-0.293072,-0.234143
-0.12768,-0.13608
-0.1965,-0.229593
-0.118899,-0.153519
-0.0305286,-0.0836427
0.102432,0.0761921
0.0383396,0.0343633
0.0480545,0.0561557
0.0816328,0.063133
-0.0236571,-0.0247806
0.000888315,-0.0101313
-0.105297,-0.126994
-0.0106454,-0.0324093
-0.00958844,-0.0109437
-0.0575239,-0.0364787
0.095578,0.0956913
0.214393,0.226878
0.20633,0.205297
0.16165,0.168838
0.0525052,0.0961435
0.00639987,0.030903
0.0591172,0.113492
0.0188338,0.0472367
0.0858979,0.0751461
0.104943,0.0983474
0.0901304,0.0555606
0.296506,0.27595
0.134177,0.0927497
0.186182,0.183269
0.108812,0.058631
0.0202304,-0.018915
0.0472477,0.0320267
0.055985,0.0643438
0.0807326,0.100969
0.252254,0.214402
0.312681,0.263647
0.305264,0.318082
0.324555,0.321331
0.369048,0.403119
0.612915,0.592315
0.489958,0.473548
0.441031,0.425806
0.500643,0.45589
0.30769,0.287183
0.305714,0.299786
0.410715,0.407861
0.37128,0.343037
0.429655,0.388084
0.414121,0.356721
0.416682,0.352483
0.328621,0.292173
0.235966,0.246141
0.215835,0.213567
0.0958268,0.11742
0.0625977,0.0278786
0.103328,0.0781632
-0.0802624,-0.103168
-0.00903534,-0.00655196
0.0438024,0.0195797
0.170814,0.131801
0.147771,0.0933471
0.161448,0.145253
0.166642,0.154238
0.237349,0.220104
0.205417,0.181765
0.112041,0.116084
0.0471899,0.0815261
-0.0842946,-0.0160585
-0.14833,-0.118737
-0.0810245,-0.0751511
-0.0187207,-0.0414349
0.0249797,0.0137576
0.188193,0.119455
0.110668,0.077132
0.176961,0.157435
0.189879,0.210975
0.263217,0.255872
0.425928,0.373024
0.343592,0.306142
0.29545,0.269204
0.323876,0.327865
0.319771,0.352912
0.425549,0.476618
0.471679,0.498207
0.509798,0.476767
0.510134,0.448884
0.373862,0.344651
0.368684,0.355589
0.306583,0.27171
0.198627,0.170982
0.223625,0.196064
0.369479,0.360861
0.417627,0.381459
0.348991,0.407328
0.286515,0.286419
0.205526,0.187702
0.221412,0.218908
0.204095,0.182789
0.108384,0.06274
0.156954,0.143224
0.139257,0.11824
0.0324122,0.0225234
0.0437429,0.0461278
0.0872298,0.111896
0.144018,0.115547
0.106249,0.067746
0.103104,0.102192
0.0744761,0.0797263
-0.000420714,-0.00207512
-0.0505701,-0.0477408
-0.0328736,0.0164239
0.0156276,0.0686634
-0.00885315,0.0292624
-0.232148,-0.165215
-0.121658,-0.0403825
-0.111508,-0.0671054
0.0304283,0.0103123
-0.0251906,-0.0674439
0.0259458,-0.0177285
0.0374905,0.0223944
0.0477881,0.069384
0.0703566,0.11668
0.136953,0.155833
0.162261,0.148202
0.121729,0.0519272
-0.116172,-0.160057
0.0044896,-0.0195642
-0.0972381,-0.1174
-0.0293392,-0.0494084
0.104027,0.107707
0.0862736,0.113786
-0.0334349,0.0169863
0.0717398,0.0970061
-0.000939603,0.0152436
0.041782,0.0547563
-0.0411292,-0.0256712
0.0344809,0.0637043
0.150361,0.185277
0.295816,0.290271
0.213057,0.194367
0.240592,0.258466
0.261639,0.307189
0.300688,0.304374
0.117613,0.122731
0.156384,0.154088
0.167099,0.202535
0.115874,0.154738
-0.044112,0.00460724
-0.0388724,-0.0253011
-0.13197,-0.128408
-0.199182,-0.179159
-0.207458,-0.19436
-0.0636105,-0.0933727
0.00182319,-0.0403144
0.107238,0.0328573
