E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.0344428, -0.0347387, 1, 0.526993, 0.893705
0.0165679, 0.126679, 0.717874, 0.33849, 0.804628
0.0439267, 0.202068, 0.491478, 0.276851, 0.720212
0.0507064, 0.261821, 0.371276, 0.237684, 0.634166
0.0640692, 0.275625, 0.305059, 0.211076, 0.589283
0.0714569, 0.29537, 0.265888, 0.194688, 0.548326
0.0923053, 0.328536, 0.247643, 0.183669, 0.550128
0.0790307, 0.366606, 0.238877, 0.175335, 0.550377
0.0824628, 0.419419, 0.238877, 0.173615, 0.592752
0.0848869, 0.516773, 0.238877, 0.171992, 0.605873
0.117626, 0.568139, 0.238877, 0.165541, 0.563698
0.116729, 0.645594, 0.238877, 0.158388, 0.549765
0.112026, 0.672969, 0.233375, 0.147984, 0.525299
0.102385, 0.669823, 0.233375, 0.145043, 0.529086
0.0838514, 0.717277, 0.229577, 0.141838, 0.551149
0.0856345, 0.690214, 0.226483, 0.138545, 0.542823
0.0905675, 0.703206, 0.213541, 0.136898, 0.519497
0.0972851, 0.730202, 0.213541, 0.132852, 0.476524
0.110833, 0.756639, 0.213541, 0.128647, 0.467965
0.0854417, 0.765211, 0.213541, 0.122033, 0.431135
0.102559, 0.788203, 0.205596, 0.115892, 0.404269
0.0942372, 0.798309, 0.196415, 0.11526, 0.326978
0.0580218, 0.832889, 0.182606, 0.103611, 0.317597
0.097741, 0.808883, 0.182606, 0.103915, 0.324317
0.0532356, 0.857, 0.182606, 0.0996719, 0.330702
0.0692684, 0.857145, 0.182606, 0.0984617, 0.315139
0.0760537, 0.860338, 0.1819, 0.0978016, 0.284033
0.088963, 0.84892, 0.178913, 0.0977289, 0.232332
0.0861834, 0.851941, 0.179514, 0.0952142, 0.177397
0.0658594, 0.881766, 0.171178, 0.098616, 0.144322
0.106095, 0.897687, 0.169926, 0.0947188, 0.0503554
0.0962386, 0.882185, 0.170683, 0.0955967, 0.0536107
0.0563884, 0.903159, 0.167902, 0.0936822, 0.0260385
0.0779078, 0.884809, 0.160977, 0.0963223, 0.00535664
0.0798464, 0.864797, 0.164291, 0.0938465, -0.0307128
0.097643, 0.875568, 0.163607, 0.0946558, -0.0646931
0.110406, 0.86119, 0.16167, 0.0948341, -0.0688339
0.0960321, 0.910926, 0.162252, 0.0927845, -0.0731078
0.109695, 0.892123, 0.159674, 0.0951935, -0.0670987
0.0650516, 0.880203, 0.156572, 0.0960256, -0.122232
0.107354, 0.894931, 0.155743, 0.0902008, -0.17253
0.127216, 0.88702, 0.155743, 0.0912344, -0.204614
0.0633875, 0.906415, 0.151627, 0.0947183, -0.177891
0.072975, 0.871804, 0.151627, 0.0986559, -0.227343
0.0604853, 0.866953, 0.151627, 0.100278, -0.229662
0.0639846, 0.876894, 0.148935, 0.0959386, -0.264759
0.0646491, 0.888097, 0.145577, 0.102192, -0.294118
0.0589301, 0.879891, 0.145577, 0.101443, -0.325811
0.101665, 0.884537, 0.145577, 0.104463, -0.346319
0.080017, 0.851023, 0.145577, 0.10279, -0.342581
0.0944882, 0.88047, 0.145577, 0.100813, -0.37223
0.116106, 0.891218, 0.145577, 0.103123, -0.396899
0.0620993, 0.887197, 0.145577, 0.100059, -0.395003
0.0775197, 0.872356, 0.145577, 0.109707, -0.431919
0.110959, 0.872587, 0.145577, 0.11191, -0.441413
0.0694616, 0.851736, 0.145577, 0.113359, -0.4373
0.0481663, 0.849631, 0.145577, 0.108341, -0.449099
0.0824856, 0.843137, 0.145577, 0.111954, -0.467016
0.072467, 0.839108, 0.145577, 0.110798, -0.458605
0.0623674, 0.826334, 0.145577, 0.116628, -0.422163
0.0545139, 0.843998, 0.145577, 0.117142, -0.443682
0.0827109, 0.850798, 0.145577, 0.111293, -0.438852
0.0662253, 0.846223, 0.145577, 0.111126, -0.456787
0.0661521, 0.854784, 0.145577, 0.105335, -0.486025
0.0828251, 0.902172, 0.145577, 0.109411, -0.494136
0.062068, 0.890203, 0.145577, 0.110418, -0.480257
0.0986177, 0.871751, 0.145577, 0.113331, -0.491289
0.0915642, 0.848253, 0.145577, 0.113783, -0.517402
0.104856, 0.847466, 0.145577, 0.116479, -0.506274
0.0636053, 0.856018, 0.145577, 0.115156, -0.511606
0.0725574, 0.848209, 0.145577, 0.112163, -0.47248
0.0412481, 0.857107, 0.145577, 0.108512, -0.481787
0.0777781, 0.888405, 0.145577, 0.108811, -0.480736
0.0991505, 0.853414, 0.145577, 0.111593, -0.461912
0.112674, 0.849462, 0.145577, 0.11139, -0.474013
0.101048, 0.860145, 0.145577, 0.112522, -0.4761
0.104858, 0.850457, 0.145577, 0.110707, -0.482156
0.112048, 0.863743, 0.145577, 0.115099, -0.475559
0.0784289, 0.851634, 0.145577, 0.115901, -0.522743
0.0961558, 0.867969, 0.145577, 0.114636, -0.512666
0.0802641, 0.867287, 0.145577, 0.113536, -0.480662
0.129364, 0.846671, 0.145577, 0.11578, -0.459976
0.0932283, 0.833154, 0.145577, 0.119319, -0.481499
0.0602116, 0.863616, 0.145577, 0.118486, -0.494502
0.0769044, 0.828178, 0.145577, 0.117521, -0.511086
0.0725755, 0.853209, 0.145577, 0.115637, -0.507737
0.12013, 0.842448, 0.145577, 0.11709, -0.542499
0.0736137, 0.837829, 0.145577, 0.118308, -0.527675
0.0917657, 0.833258, 0.145577, 0.114638, -0.528376
0.108971, 0.845512, 0.145577, 0.117074, -0.53386
0.0397531, 0.842529, 0.145577, 0.115284, -0.510004
0.0701601, 0.856113, 0.145577, 0.115623, -0.508742
0.0777995, 0.846395, 0.145577, 0.111968, -0.507512
0.0948255, 0.817411, 0.145577, 0.118385, -0.468565
0.0853025, 0.838122, 0.145577, 0.113962, -0.4929
0.0596386, 0.859292, 0.145577, 0.114278, -0.502025
0.0661433, 0.838277, 0.145577, 0.116663, -0.483423
0.0667978, 0.874806, 0.145577, 0.116129, -0.468872
0.0919009, 0.875489, 0.145577, 0.112085, -0.483367
0.041117, 0.858458, 0.145577, 0.109562, -0.472865
0.0367674, 0.905002, 0.145577, 0.104032, -0.47785
0.0557423, 0.869363, 0.145577, 0.107468, -0.448183
0.067009, 0.889045, 0.145577, 0.103739, -0.454085
0.081282, 0.853142, 0.145577, 0.103061, -0.475094
0.0713894, 0.900995, 0.145577, 0.100165, -0.467876
0.0976927, 0.89433, 0.145577, 0.100659, -0.465473
0.072551, 0.8681, 0.145577, 0.101584, -0.487301
0.0938875, 0.884555, 0.145577, 0.098771, -0.480553
0.0908829, 0.876295, 0.145577, 0.103799, -0.501121
0.0890286, 0.852435, 0.145577, 0.101485, -0.525021
0.0646719, 0.884212, 0.145577, 0.103039, -0.550165
0.0939908, 0.877667, 0.145577, 0.102509, -0.566679
0.0538401, 0.890949, 0.145577, 0.102094, -0.555462
0.0568325, 0.885115, 0.145577, 0.0989512, -0.563947
0.0754208, 0.871938, 0.145577, 0.0969607, -0.550436
0.0864111, 0.86462, 0.145577, 0.0971366, -0.529141
0.0732487, 0.906988, 0.145577, 0.099231, -0.53199
0.0950236, 0.894489, 0.145577, 0.101289, -0.546411
0.0533336, 0.876238, 0.145577, 0.10164, -0.5535
0.1247, 0.910336, 0.145577, 0.102649, -0.579099
0.149384, 0.908425, 0.145577, 0.103219, -0.577686
0.0841521, 0.869926, 0.145577, 0.104132, -0.571856
0.0824262, 0.87711, 0.145577, 0.107613, -0.580265
0.0814403, 0.855636, 0.145577, 0.104857, -0.532306
0.0530344, 0.849971, 0.145577, 0.102575, -0.524717
0.0711015, 0.887903, 0.145577, 0.102871, -0.511421
0.109784, 0.891385, 0.145577, 0.0996166, -0.512378
0.0650481, 0.89217, 0.145577, 0.100964, -0.46942
0.0674092, 0.901781, 0.145577, 0.0974746, -0.492736
0.0608061, 0.896512, 0.145577, 0.0963946, -0.552972
0.112547, 0.884944, 0.145577, 0.0956354, -0.578028
0.0578507, 0.896814, 0.145577, 0.0985749, -0.570697
0.0938663, 0.882011, 0.145577, 0.100316, -0.560117
0.0392345, 0.883291, 0.145577, 0.0997715, -0.583951
0.0981719, 0.874888, 0.145577, 0.100851, -0.582509
0.0517173, 0.888538, 0.145577, 0.100761, -0.60556
0.0143678, 0.894459, 0.145577, 0.100529, -0.601484
