E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.046549, 0.0289593, 1, 0.54646, 0.918545
0.0437969, 0.10563, 0.802403, 0.360214, 0.826582
0.0474333, 0.135373, 0.495628, 0.277036, 0.695836
0.0631352, 0.174099, 0.359933, 0.232597, 0.599336
0.0497836, 0.264971, 0.301195, 0.201919, 0.558602
0.0599958, 0.252596, 0.263276, 0.189791, 0.551419
0.0719258, 0.348853, 0.244123, 0.185998, 0.546477
0.0825159, 0.442026, 0.226483, 0.168479, 0.526074
0.0647277, 0.440124, 0.222097, 0.159009, 0.525214
0.072012, 0.461948, 0.2138, 0.153012, 0.486831
0.0585877, 0.526149, 0.211891, 0.150157, 0.474683
0.0579845, 0.527848, 0.200572, 0.148943, 0.480188
0.0703806, 0.616929, 0.200572, 0.141794, 0.437791
0.0811371, 0.667708, 0.199602, 0.135435, 0.386613
0.101565, 0.714971, 0.19293, 0.134758, 0.393986
0.115476, 0.779678, 0.19293, 0.128453, 0.35915
0.087648, 0.780959, 0.185765, 0.118626, 0.32588
0.0613432, 0.808232, 0.180278, 0.113931, 0.296793
0.0435522, 0.844275, 0.177549, 0.114096, 0.279585
0.0785241, 0.867967, 0.174293, 0.112513, 0.252911
0.0786345, 0.860356, 0.174293, 0.10538, 0.206248
0.0889245, 0.856018, 0.174293, 0.101887, 0.225221
0.0773464, 0.827526, 0.17143, 0.105279, 0.1776
0.0541773, 0.851543, 0.168034, 0.103228, 0.160862
0.097133, 0.849733, 0.168034, 0.103873, 0.11514
0.0669814, 0.8419, 0.167916, 0.103842, 0.115419
0.021025, 0.871448, 0.16621, 0.105319, 0.0373315
0.0688115, 0.846872, 0.164779, 0.102627, 0.0253678
0.0738073, 0.836145, 0.164779, 0.0985385, -0.0642066
0.0870765, 0.886559, 0.155178, 0.0970251, -0.0980237
0.061674, 0.883568, 0.155178, 0.0971912, -0.113181
0.101275, 0.892078, 0.155178, 0.0941009, -0.12766
0.0178323, 0.894365, 0.155178, 0.0953744, -0.147115
0.0943953, 0.866356, 0.15276, 0.0961737, -0.142381
0.0626008, 0.921367, 0.15276, 0.0951897, -0.16687
0.0456944, 0.884422, 0.150956, 0.0931977, -0.14601
0.0740452, 0.893977, 0.150953, 0.100301, -0.135884
0.0834488, 0.887257, 0.150953, 0.100609, -0.210837
0.0695126, 0.871278, 0.147392, 0.099895, -0.264547
0.0688085, 0.864204, 0.147392, 0.103706, -0.275837
0.0513492, 0.899065, 0.147392, 0.106274, -0.302875
0.0368288, 0.879693, 0.147392, 0.100359, -0.320883
0.149089, 0.880477, 0.147392, 0.102131, -0.328927
0.0706312, 0.890702, 0.147392, 0.104497, -0.305965
0.0800535, 0.880992, 0.147392, 0.103668, -0.361693
0.0781146, 0.893706, 0.147392, 0.102199, -0.375831
0.0799514, 0.86967, 0.147392, 0.101282, -0.392331
0.125894, 0.899215, 0.147392, 0.101131, -0.352384
0.0828569, 0.856914, 0.147392, 0.103622, -0.356257
0.0686016, 0.870523, 0.147392, 0.107222, -0.355182
