E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.0169932, -0.00730379, 1, 0.539341, 0.898106
0.000691552, 0.11748, 0.756363, 0.357147, 0.809203
0.009925, 0.112308, 0.478697, 0.279946, 0.691807
0.0201062, 0.2392, 0.358999, 0.24606, 0.662353
0.0491853, 0.296726, 0.310263, 0.208525, 0.647886
0.0530046, 0.400864, 0.284942, 0.192566, 0.614932
0.0524692, 0.414583, 0.264863, 0.181689, 0.602256
0.0583595, 0.424716, 0.248219, 0.164686, 0.584335
0.0636892, 0.515389, 0.246985, 0.165364, 0.617284
0.0723857, 0.518321, 0.246985, 0.15875, 0.566082
0.0744582, 0.607718, 0.246985, 0.148975, 0.552757
0.0921918, 0.635714, 0.2402, 0.14026, 0.556185
0.0987934, 0.665001, 0.233697, 0.132186, 0.586491
0.0926318, 0.650493, 0.233697, 0.128968, 0.604712
0.0802725, 0.641172, 0.233697, 0.128441, 0.569082
0.0832496, 0.645106, 0.233697, 0.126096, 0.576543
0.0853464, 0.726161, 0.233697, 0.122696, 0.572293
0.0874947, 0.680802, 0.232619, 0.117086, 0.580593
0.0858111, 0.714034, 0.232619, 0.118841, 0.559144
0.074028, 0.757779, 0.232619, 0.123928, 0.531677
0.0916712, 0.813692, 0.227885, 0.116718, 0.530957
0.120243, 0.833455, 0.22531, 0.118929, 0.506002
0.107952, 0.811221, 0.223552, 0.116175, 0.513022
0.100272, 0.820985, 0.223552, 0.114162, 0.519385
0.0943284, 0.806191, 0.223552, 0.111968, 0.528449
0.0942324, 0.828372, 0.223552, 0.113453, 0.523599
0.0894443, 0.826666, 0.222605, 0.107988, 0.543111
0.0699042, 0.801904, 0.222605, 0.112664, 0.527713
0.0692127, 0.804729, 0.222605, 0.107274, 0.51048
0.102867, 0.820647, 0.222605, 0.104253, 0.511029
0.121238, 0.855752, 0.222605, 0.110001, 0.484366
0.135807, 0.850904, 0.213159, 0.10441, 0.503703
0.116416, 0.815578, 0.213159, 0.0983447, 0.527593
0.0969875, 0.827776, 0.213159, 0.0942176, 0.551616
0.121135, 0.865497, 0.213159, 0.0927535, 0.522429
0.122099, 0.859942, 0.213159, 0.090459, 0.524543
0.143043, 0.874635, 0.213159, 0.088564, 0.531713
0.142032, 0.861674, 0.213159, 0.08749, 0.523403
0.10848, 0.864621, 0.213159, 0.0829359, 0.532913
0.128067, 0.881971, 0.213159, 0.0804283, 0.523044
0.106706, 0.891829, 0.213159, 0.0827519, 0.541493
0.101038, 0.885143, 0.213159, 0.0799342, 0.473494
0.100856, 0.86893, 0.211776, 0.0804151, 0.439467
0.094483, 0.869904, 0.211776, 0.0768234, 0.480586
0.0878677, 0.907966, 0.211776, 0.0790627, 0.481484
0.0888404, 0.901319, 0.211776, 0.0760467, 0.510893
0.116727, 0.898078, 0.211776, 0.0749532, 0.497772
0.0814679, 0.890108, 0.211776, 0.0744927, 0.494553
0.077425, 0.89019, 0.211776, 0.0732439, 0.501902
0.0447851, 0.894272, 0.211776, 0.0757686, 0.484368
0.110201, 0.880305, 0.211776, 0.0750501, 0.471784
0.0929505, 0.900633, 0.211776, 0.0723458, 0.41879
0.101006, 0.914736, 0.209806, 0.0746967, 0.418503
0.0608402, 0.897953, 0.209806, 0.0737316, 0.448927
0.0385017, 0.918745, 0.209806, 0.0724227, 0.453041
0.156426, 0.923872, 0.209806, 0.0682579, 0.443375
0.100407, 0.925254, 0.209806, 0.0727746, 0.469755
0.0637371, 0.917254, 0.209806, 0.0702626, 0.451796
0.0923262, 0.938684, 0.209806, 0.0750507, 0.398862
0.0913343, 0.913762, 0.209806, 0.0763067, 0.392748
0.107869, 0.928049, 0.208546, 0.0742478, 0.406894
0.101156, 0.919254, 0.208546, 0.0750884, 0.411003
0.0785647, 0.914106, 0.207901, 0.0749997, 0.409237
0.0812078, 0.92109, 0.207785, 0.0791559, 0.37831
0.0825836, 0.908285, 0.201702, 0.074204, 0.347171
0.102961, 0.937547, 0.195346, 0.0773166, 0.334517
