the last, the last 100 averaged mu
0.099189,0.0651569
0.234088,0.156354
0.360317,0.284742
0.285458,0.243092
0.288587,0.314803
0.383862,0.351278
0.426702,0.391643
0.292984,0.298079
0.227513,0.246437
0.00931897,0.0127896
-0.0111268,0.134581
-0.0341195,0.094486
-0.055352,0.0108045
-0.0294789,-0.0180576
0.146565,0.063282
0.0632724,0.0244594
0.168284,0.149087
0.170049,0.151353
0.100646,0.104717
0.127464,0.137624
0.0381671,0.00447132
0.0125743,-0.0331459
0.021055,-0.0348006
0.0112223,0.000461896
0.00800615,-0.0224607
0.0438416,0.0806115
-0.0520686,-0.00156237
0.136237,0.161709
-0.018552,0.0145729
0.0221262,0.0449163
0.25617,0.262448
0.235244,0.267681
0.34641,0.371599
0.336824,0.318195
0.248764,0.257671
0.22035,0.260448
0.238918,0.304589
0.335569,0.403572
0.390701,0.436047
0.43236,0.453929
0.384965,0.376487
0.246523,0.268469
0.275884,0.238937
0.237393,0.210076
0.364797,0.376118
0.535405,0.451427
0.415139,0.392822
0.395356,0.371587
0.422832,0.409918
0.636624,0.646603
0.5887,0.6735
0.587425,0.651628
0.446578,0.4767
0.3765,0.408797
0.208844,0.274457
0.191784,0.248181
0.271951,0.277735
0.172389,0.17105
0.0605026,0.0499283
0.140977,0.0795719
0.143845,0.135432
0.156967,0.157049
0.0261757,0.070772
-0.064595,-0.0452591
0.0978028,0.0880802
0.0532148,0.0856235
0.0839724,0.0816162
0.0131543,-0.0181544
-0.0164234,-0.0672718
-0.0536925,-0.0717068
0.0120663,-0.0374072
0.0721291,0.0310031
0.0924219,0.0277931
0.172413,0.122372
0.19633,0.0628675
0.409621,0.2863
0.361874,0.237778
0.455905,0.344159
0.345687,0.300791
0.270669,0.244831
0.169224,0.223418
0.129437,0.151995
0.0903087,0.0704002
0.154291,0.111096
0.182458,0.074642
0.181964,0.110167
0.378078,0.362303
0.37234,0.360913
0.248952,0.226422
0.251213,0.28091
0.130373,0.125395
0.071549,0.0936659
-0.0396511,0.00971856
0.0906897,0.134722
0.113318,0.133144
0.22548,0.223934
0.358776,0.323251
0.443005,0.42401
0.368901,0.401953
0.265544,0.311922
0.161945,0.235735
0.161288,0.177966
0.265521,0.245418
0.190356,0.226504
0.224868,0.228975
0.190673,0.203541
0.141002,0.171456
0.153706,0.132584
0.109484,0.0799647
0.00507256,-0.00703261
0.0785062,0.0367557
0.27407,0.216685
0.165829,0.123949
0.0249255,-0.00813452
-0.0617387,-0.0956941
-0.110923,-0.122712
0.0147618,-0.00635596
-0.0104689,-0.0942072
0.150766,0.0503652
-0.0111941,-0.0252759
-0.148031,-0.156372
-0.114272,-0.137442
-0.00696652,-0.019909
-0.115213,-0.0998856
-0.126657,-0.10418
-0.0509936,-0.0487161
0.0719247,0.0614423
0.0679051,0.0980578
0.223781,0.302142
0.286156,0.346353
0.324677,0.365711
0.197363,0.251029
0.219902,0.245829
0.135844,0.153422
0.245156,0.197681
0.296198,0.219015
0.302964,0.220436
0.271592,0.233079
0.189881,0.203611
0.085674,0.159738
0.192033,0.208657
0.119506,0.115218
-0.0248464,0.0120834
-0.16036,-0.121351
0.118202,0.150322
0.30054,0.27079
0.289083,0.288623
0.161955,0.173056
0.0239823,-0.00378522
-0.126236,-0.129395
0.0210363,0.0170447
0.176554,0.160359
0.240214,0.196955
0.227478,0.188323
0.287436,0.261697
0.40593,0.344148
0.536208,0.49523
0.424621,0.477547
0.383056,0.393695
0.425599,0.459403
0.38318,0.388517
0.25814,0.326685
0.32233,0.342191
0.254171,0.282755
0.268638,0.265231
0.300613,0.25562
0.404068,0.393527
0.378417,0.350179
0.267523,0.249894
0.311812,0.314481
0.315185,0.304071
0.0842911,0.0614647
0.268444,0.305362
0.353295,0.326965
0.422983,0.398851
0.196627,0.222476
0.150421,0.177308
0.1017,0.0949339
0.143837,0.175173
0.0738584,0.0312271
0.0655981,0.0326355
-0.1059,-0.0948583
-0.055906,-0.102911
-0.166764,-0.146367
-0.224907,-0.223301
-0.241076,-0.225358
-0.312593,-0.258518
-0.270896,-0.200423
-0.277513,-0.298873
-0.286576,-0.301908
-0.39001,-0.479161
-0.222045,-0.33823
-0.401142,-0.488776
-0.356294,-0.421841
-0.151793,-0.231835
-0.17734,-0.201914
-0.258823,-0.299959
-0.398569,-0.421489
-0.367984,-0.43189
-0.19782,-0.21924
-0.211436,-0.24296
-0.0473136,-0.108382
-0.0257419,-0.0912315
-0.190919,-0.241873
-0.273638,-0.255695
-0.220209,-0.186929
-0.214079,-0.197766
-0.287701,-0.328402
-0.330903,-0.353915
-0.258521,-0.273808
-0.226634,-0.215296
-0.0342494,-0.111294
-0.0912584,-0.146192
-0.0235325,-0.0487235
-0.0667697,-0.0470593
-0.185356,-0.156655
-0.0932281,-0.134843
0.0724182,-0.018446
-0.00162718,-0.102284
-0.0368423,-0.0375989
-0.0227062,-0.0157738
0.0876796,0.125423
-0.0454779,0.0452476
-0.0130097,0.0100438
-0.164701,-0.104446
-0.115041,-0.110973
-0.124592,-0.156664
-0.108963,-0.114139
-0.255342,-0.237348
-0.158924,-0.143036
-0.322625,-0.274335
-0.175218,-0.187365
-0.129906,-0.107569
0.126786,0.0773274
0.0307784,0.0318789
0.00191665,0.0531165
-0.0251316,0.0652482
-0.122945,-0.0272215
-0.0511042,-0.00150222
-0.228861,-0.14156
-0.176721,-0.0462906
-0.142545,-0.0370316
-0.2049,-0.0693279
0.0468298,0.0692894
0.21193,0.227626
0.174779,0.210517
0.0750993,0.167437
