E_mu, beta, sig_y, sig_mu, rho
0.05, 0.5, 1, 1, -0.8
0.00968123, 0.0762522, 1, 0.569179, 0.922516
0.00346021, 0.144714, 0.88175, 0.401893, 0.865085
0.0118153, 0.159734, 0.581221, 0.294241, 0.747776
0.0158907, 0.18582, 0.42974, 0.244127, 0.625125
0.0213238, 0.1901, 0.309661, 0.203155, 0.523396
0.0303584, 0.33259, 0.27741, 0.192032, 0.53667
0.0356206, 0.391321, 0.252432, 0.183748, 0.52553
0.0715409, 0.453179, 0.236223, 0.173412, 0.512504
0.069541, 0.494809, 0.22964, 0.172129, 0.525892
0.0886719, 0.570846, 0.229092, 0.163372, 0.552291
0.0860855, 0.600087, 0.229092, 0.155881, 0.519372
0.0927866, 0.636059, 0.229092, 0.146687, 0.530041
0.0885205, 0.670725, 0.229092, 0.137187, 0.528281
0.0884536, 0.725434, 0.229092, 0.128639, 0.512832
0.0960041, 0.734892, 0.219218, 0.120244, 0.486884
0.0869595, 0.737828, 0.219218, 0.117593, 0.510487
0.0947997, 0.776929, 0.218829, 0.11322, 0.537532
0.0840997, 0.815034, 0.218829, 0.106397, 0.499896
0.0952992, 0.811153, 0.218856, 0.104274, 0.486014
0.0527291, 0.823986, 0.218856, 0.100223, 0.493128
0.142697, 0.81469, 0.218856, 0.0999274, 0.514951
0.103195, 0.804424, 0.218856, 0.0956882, 0.520073
0.100312, 0.805839, 0.218856, 0.0982831, 0.519412
0.11143, 0.796309, 0.218856, 0.0919486, 0.52841
0.0794016, 0.802521, 0.218856, 0.0934849, 0.49771
0.0660097, 0.774019, 0.215758, 0.0915044, 0.490142
0.0731982, 0.796503, 0.215758, 0.0936033, 0.504797
0.0618729, 0.817115, 0.215014, 0.0928028, 0.485976
0.0577839, 0.840785, 0.214678, 0.0915616, 0.469002
0.122687, 0.847064, 0.210102, 0.0921921, 0.481859
0.125552, 0.874338, 0.210102, 0.0881537, 0.476868
0.0999061, 0.850658, 0.210102, 0.0893657, 0.485928
0.0832949, 0.866936, 0.210102, 0.0895464, 0.486752
0.0980247, 0.844396, 0.210102, 0.0851819, 0.465271
0.0797907, 0.885516, 0.210102, 0.0835926, 0.505642
0.0526653, 0.89622, 0.210102, 0.0747792, 0.52007
0.10853, 0.897713, 0.210102, 0.071513, 0.508907
0.0287764, 0.928499, 0.210102, 0.0680118, 0.512451
0.0773439, 0.897578, 0.210102, 0.0655756, 0.499911
