the last, the last 100 averaged mu
0.121841,0.105464
0.153106,0.192932
0.331352,0.301993
0.289897,0.259128
0.340342,0.32207
0.299486,0.339226
0.39141,0.357273
0.297478,0.275336
0.270954,0.232293
0.000218229,0.0366188
0.151468,0.12872
0.137794,0.0872212
0.109089,0.00635092
0.0376424,-0.0162307
0.0820582,0.0574224
-0.00268115,0.0323326
0.0801456,0.140026
0.0778515,0.139126
0.0157311,0.0966921
0.0476151,0.119546
-0.00557763,0.00789133
-0.0627072,-0.00873329
-0.058303,-0.0040695
0.0496005,0.0223734
0.000125598,0.00392714
0.150433,0.0956657
0.0139406,0.0272372
0.129874,0.157586
0.008974,0.0316181
0.131724,0.0628729
0.314363,0.254548
0.290453,0.261386
0.39968,0.363471
0.341442,0.316732
0.300272,0.271386
0.300789,0.285525
0.299319,0.335342
0.382024,0.409937
0.475989,0.434408
0.420909,0.440966
0.337721,0.367891
0.278682,0.284322
0.272071,0.282686
0.251451,0.273216
0.389937,0.426377
0.472228,0.478745
0.419058,0.420577
0.380699,0.402013
0.428086,0.441359
0.621439,0.642263
0.650471,0.651758
0.576663,0.628492
0.471526,0.459206
0.371538,0.389887
0.344926,0.28403
0.313702,0.258934
0.266405,0.277034
0.208112,0.176829
0.0244206,0.0757329
0.0472716,0.0962712
0.0920047,0.136724
0.222336,0.156076
0.109345,0.0751441
-0.0202647,-0.016838
0.0923899,0.100693
0.035339,0.0892897
0.0608672,0.0709634
-0.0380785,-0.0185303
-0.0889261,-0.0693886
-0.0835046,-0.0900814
-0.0434726,-0.0428929
0.0306664,0.0392615
-0.016079,0.0525279
0.0897664,0.140331
0.0837998,0.0910616
0.32431,0.27851
0.276901,0.22684
0.439872,0.327223
0.291665,0.297274
0.285481,0.246293
0.196666,0.227081
0.0625399,0.159173
0.0664275,0.0926642
0.176973,0.132546
0.0908348,0.114343
0.0762693,0.15557
0.365257,0.35909
0.364862,0.337027
0.220537,0.215138
0.169721,0.244579
0.0799706,0.109122
0.0276258,0.0892203
-0.0492151,0.0298623
0.0569961,0.143633
0.0906277,0.14425
0.220903,0.225965
0.271096,0.318947
0.344632,0.408064
0.329424,0.381838
0.295531,0.295674
0.231058,0.226294
0.211281,0.182906
0.237511,0.228674
0.203483,0.207
0.206264,0.202821
0.241357,0.175067
0.221739,0.138547
0.140193,0.103002
0.120646,0.0581576
-0.00503672,-0.0156325
0.0386349,0.0302381
0.199379,0.179082
0.102319,0.087673
-0.00717184,-0.0213602
-0.0587086,-0.0959734
